nid	mid	fields
1357968388173	1351748277749	<u>import</u>	<div>[latex]\begin{verbatim}</div><div><div><div><div>import foo &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; # foo imported and bound locally</div><div>import foo.bar.baz &nbsp; &nbsp; &nbsp; &nbsp; # foo.bar.baz imported, foo bound locally</div><div>import foo.bar.baz as fbb &nbsp;# foo.bar.baz imported and bound as fbb</div><div>from foo.bar import baz &nbsp; &nbsp;# foo.bar.baz imported and bound as baz</div><div>from foo import attr &nbsp; &nbsp; &nbsp; # foo imported and foo.attr bound as attr</div></div><div>from foo import * &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;#&nbsp;all public names imported and bound locally</div><div></div><span style=" font-style: normal; font-weight: normal;">\end{verbatim}</span>[/latex]</div></div><div><br /></div><div><span style=" font-style: normal; font-weight: normal;">If&nbsp;<span style="font-style: normal; font-weight: normal; "><u>__all__</u></span>&nbsp;is not defined, the set of public names includes all names found in the module’s namespace which do not begin with an underscore character.</span></div>
1357968873825	1351748277749	Executing Modules as Scripts	<div>When you run a Python module with</div><div><br /></div><div>[$]\verb`python fibo.py arguments`[/$]</div><div><br /></div><div>the code in the module will be executed, just as if you imported it, but with the [$]\verb`__name__`[/$] set to [$]\verb`"__main__"`[/$]. That means that by adding this code at the end of your module:</div><div><br /></div><div>[latex]\begin{verbatim}<div>if __name__ == "__main__":</div><div>&nbsp; &nbsp; import sys</div><div>&nbsp; &nbsp; fib(int(sys.argv[1]))</div>\end{verbatim}[/latex]</div><div><br /></div><div>you can make the file usable as a script as well as an importable module.</div>
1357968961730	1351748277749	<span style=" font-style: normal; font-weight: normal;">Module Search Path</span>	<div>The interpreter first searches for a built-in module then searches for a file with that name in a list of directories given by the variable <u>sys.path</u>.</div><div><br /></div><div><span style=" font-style: normal; font-weight: normal;"><div>The first item of this list is the directory containing the script that was used to invoke the Python interpreter or&nbsp;the empty string, which directs Python to search in the current directory first.</div></span></div>
1357969190078	1351748277749	“Compiled” Python files	A program doesn’t run any faster when it is read from a .pyc or .pyo file than when it is read from a .py file; the only thing that’s faster about .pyc or .pyo files is the speed with which they are loaded.
1357969236233	1351748277749	Built-in function used to find out which names a module defines?	<span style=" font-style: normal; font-weight: normal;"><u>dir(object)</u></span><div><span style=" font-style: normal; font-weight: normal;"><span style=" font-style: normal; font-weight: normal;"><u>dir()</u></span></span></div><div><span style=" font-style: normal; font-weight: normal;"><span style=" font-style: normal; font-weight: normal;"><br /></span></span></div><div>Without arguments,&nbsp;<span style=" font-style: normal; font-weight: normal;"><u>dir()</u></span>&nbsp;lists the names you have defined currently.</div>
1357969339604	1351748277749	Packages	Packages are a way of structuring Python’s module namespace for a collection of modules.<div><br /></div><div><div>[latex]\begin{verbatim}<div>sound/ &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Top-level package</div><div>&nbsp; &nbsp; &nbsp; __init__.py &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Initialize the sound package</div><div>&nbsp; &nbsp; &nbsp; formats/ &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Subpackage for file format conversions</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; __init__.py</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; wavread.py</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; wavwrite.py</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; aiffread.py</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; aiffwrite.py</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; auread.py</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; auwrite.py</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; ...</div><div>&nbsp; &nbsp; &nbsp; effects/ &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Subpackage for sound effects</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; __init__.py</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; echo.py</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; surround.py</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; reverse.py</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; ...</div><div>&nbsp; &nbsp; &nbsp; filters/ &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Subpackage for filters</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; __init__.py</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; equalizer.py</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; vocoder.py</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; karaoke.py</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; ...</div><div></div>\end{verbatim}[/latex]</div><div><br /></div><div>When importing the package, Python searches through the directories on sys.path looking for the package subdirectory. The [$]\verb`__init__.py`[/$] files are required to make Python treat the directories as containing packages; this is done to prevent directories with a common name from unintentionally hiding valid modules that occur later on the module search path. In the simplest case,&nbsp;<span style=" font-style: normal; font-weight: normal;">[$]\verb`__init__.py`[/$]</span>&nbsp;can just be an empty file, but it can also execute initialization code for the package or set the [$]\verb`__all__`[/$] variable.</div><div><br /></div><div>If a package’s [$]\verb`__init__.py`[/$] code defines a list named [$]\verb`__all__`[/$], it is taken to be the list of module names that should be imported when [$]\verb`from package import *`[/$] is encountered. If&nbsp;<span style=" font-style: normal; font-weight: normal;">[$]\verb`__all__`[/$]</span>&nbsp;is not defined, the statement [$]\verb`from sound.effects import *`[/$] does not import all submodules from the package [$]\verb`sound.effects`[/$] into the current namespace; it only ensures that the package&nbsp;<span style=" font-style: normal; font-weight: normal;">[$]\verb`sound.effects`[/$]</span>&nbsp;has been imported (possibly running any initialization code in&nbsp;<span style=" font-style: normal; font-weight: normal;">[$]\verb`__init__.py`[/$]</span>) and then imports whatever names are defined in the package.</div></div>
1358049957098	1351748277749	<u>str()</u> and <u>repr()</u>	The&nbsp;<span style=" font-style: normal; font-weight: normal;"><u>str()</u></span>&nbsp;function is meant to return representations of values which are fairly human-readable, while <u>repr()</u> is meant to generate representations which can be read by the interpreter.
1358049969014	1351748277749	String method to perform a string formatting operation?	<div><div><div><u>str.format(*args, **kwargs)</u></div><div><u><br /></u></div><div>The string on which this method is called can contain literal text or replacement fields delimited by braces <u>{}</u>. Each replacement field contains either the numeric index of a positional argument, or the name of a keyword argument. Returns a copy of the string where each replacement field is replaced with the string value of the corresponding argument.</div><div><br /></div><div><span style=" font-style: normal; font-weight: normal;"><div><img src="Screen Shot 2013-03-12 at 10.56.04 AM.png" style="max-width: 90%; " /></div><div><br /></div></span></div><div><div><div><u>&gt;&gt;&gt; 'We are the {} who say "{}!"'.format('knights', 'Ni')</u></div><div><u>'We are the knights who say "Ni!"'</u></div></div><div><div><u>&gt;&gt;&gt; '{1} and {0}'.format('spam', 'eggs')</u></div><div><u>'eggs and spam'</u></div></div><div><div><u>&gt;&gt;&gt; 'This {food} is {adjective}.'.format(</u></div><div><u>... &nbsp; &nbsp; &nbsp; food='spam', adjective='absolutely horrible')</u></div><div><u>'This spam is absolutely horrible.'</u></div></div></div></div></div><div><br /></div><div>The conversion field causes a type coercion before formatting.</div><div><br /></div><div><div><u>"Harold's a clever {0!s}" &nbsp; &nbsp; &nbsp; &nbsp;# Calls str() on the argument first</u></div><div><u>"Bring out the holy {name!r}" &nbsp; &nbsp;# Calls repr() on the argument first</u></div></div><div><br /></div><div>The format_spec field contains a specification of how the value should be presented, including such details as field width, alignment, padding, decimal precision and so on.</div><div><br /></div><div><img src="Screen Shot 2013-03-12 at 11.13.18 AM.png" /></div><div><br /></div><div>An integer after the colon <u>:</u>&nbsp;will cause that field to be a minimum number of characters wide.</div><div><br /></div><div><div><div><div><div><u>&gt;&gt;&gt; for x in range(1, 11):</u></div><div><u>... &nbsp; &nbsp; print('{0:2d} {1:3d} {2:4d}'.format(x, x*x, x*x*x))</u></div><div><u>...</u></div><div><u>&nbsp;1 &nbsp; 1 &nbsp; &nbsp;1</u></div><div><u>&nbsp;2 &nbsp; 4 &nbsp; &nbsp;8</u></div><div><u>&nbsp;3 &nbsp; 9 &nbsp; 27</u></div><div><u>&nbsp;4 &nbsp;16 &nbsp; 64</u></div><div><u>&nbsp;5 &nbsp;25 &nbsp;125</u></div><div><u>&nbsp;6 &nbsp;36 &nbsp;216</u></div><div><u>&nbsp;7 &nbsp;49 &nbsp;343</u></div><div><u>&nbsp;8 &nbsp;64 &nbsp;512</u></div><div><u>&nbsp;9 &nbsp;81 &nbsp;729</u></div><div><u>10 100 1000</u></div></div></div></div></div><div><br /></div><div>A precision indicates how many digits should be displayed after the decimal point for a floating point value formatted with <u>f</u> and&nbsp;<span style=" font-style: normal; font-weight: normal;"><u>F</u></span>, or before and after the decimal point for a floating point value formatted with <u>g</u> or <u>G</u>.</div><div><br /></div><div><div><div><u>&gt;&gt;&gt; 'The value of PI is approximately {0:.3f}.'.format(3.141592653589793)</u></div><div><u>'The value of PI is approximately 3.142.'</u></div></div></div>
1358050088627	1351748277749	String Justifying	<span style=" font-style: normal; font-weight: normal;"><u>str.center(width, fillchar=' ')</u></span><div><u><span style=" font-style: normal; font-weight: normal;">str.ljust(width<span style=" font-style: normal; font-weight: normal;">, fillchar=' '</span>)</span><br /></u><div><u>str.rjust(width, fillchar=' ')</u></div><div><br /><div>Return the string justified in a string of length <u>width</u>. Padding is done using the specified <u>fillchar</u>. The original string is returned if <u>width</u>&nbsp;is less than or equal to <u>len(s)</u>.</div></div></div>
1358050150986	1351748277749	Writing Files	<div><u>f.write(string)</u> writes the contents of <u>string</u> to the file, returning the number of characters written.</div>
1358050466815	1351748277749	Pickle	This is a module that can take almost any Python object, and convert it to a string representation.<div><br /></div><div><div>If you have an object <u>x</u>, and a file object <u>f</u> that’s been opened for writing, the simplest way to pickle the object takes only one line of code:</div><div><br /></div><div><u>pickle.dump(x, f)</u></div><div><br /></div><div>To unpickle the object again, if <u>f</u>&nbsp;is a file object which has been opened for reading:</div><div><br /></div><div><u>x = pickle.load(f)</u></div></div>
1358050549959	1351748277749	Exception	<div><div>Error detected during execution of a&nbsp;syntactically correct&nbsp;statement or expression .</div></div>
1358050653855	1351748277749	Handling Exceptions	<div><div><u>try:</u></div><div><u>&nbsp; &nbsp; x = int(input("Please enter a number: "))</u></div><div><u>except ValueError:</u></div><div><u>&nbsp; &nbsp; print("Oops! &nbsp;That was no valid number. &nbsp;Try again...")</u></div></div><div><br /></div><div>A <u>try</u> statement may have more than one&nbsp;<span style=" font-style: normal; font-weight: normal;"><u>except</u></span>&nbsp;clause, to specify handlers for different exceptions. At most one handler will be executed.&nbsp;An&nbsp;<u>except</u>&nbsp;clause may name multiple exceptions as a parenthesized tuple.</div>
1358050894543	1351748277749	Raising Exceptions	<div><div><u>&gt;&gt;&gt; raise NameError('HiThere')</u></div><div><u>Traceback (most recent call last):</u></div><div><u>&nbsp; File "&lt;stdin&gt;", line 1, in ?</u></div><div><u>NameError: HiThere</u></div></div><div><span style=" font-style: normal; font-weight: normal;"><br /></span></div><div>The sole argument to <u>raise</u>&nbsp;indicates the exception to be raised. This must be either an exception instance or an exception class.</div>
1358050959484	1351748277749	[$]\verb`finally`[/$]	<div><span style=" font-style: normal; font-weight: normal;">A finally clause is always executed before leaving the [$]\verb`try`[/$] statement, whether an exception has occurred or not. When an exception has occurred in the [$]\verb`try`[/$] clause and has not been handled by an&nbsp;<span style="font-style: normal; font-weight: normal; ">[$]\verb`except`[/$]</span>&nbsp;clause (or it has occurred in a except or else clause), it is re-raised after the [$]\verb`finally`[/$] clause has been executed. The finally clause is also executed when any other clause of the [$]\verb`try`[/$] statement is left via a [$]\verb`break`[/$], [$]\verb`continue`[/$] or [$]\verb`return`[/$] statement.</span></div><div><br /></div><div>[latex]\begin{verbatim}<div>&gt;&gt;&gt; try:</div><div>... &nbsp; &nbsp; raise KeyboardInterrupt</div><div>... finally:</div><div>... &nbsp; &nbsp; print('Goodbye, world!')</div><div>...</div><div>Goodbye, world!</div><div>KeyboardInterrupt</div>\end{verbatim}[/latex]</div><div><br /></div><div><br /></div>
1358346079541	1351748277749	Namespace and Scope in Python	A namespace is a mapping from names to objects (Environment).&nbsp;A scope is a textual region of a Python program where a namespace is directly accessible.
1358346105301	1351748277749	Attribute	Any name following a dot.
1358346187936	1351748277749	Scoping in Python	<div>Although scopes are determined statically (lexically),&nbsp;<span style=" font-style: normal; font-weight: normal;">the actual search for names is done at run time</span>.</div><div><br /></div><div>1. The innermost scope, which is searched first, contains the local names</div><div>2. The scopes of any enclosing functions, which are searched starting with the nearest enclosing scope, contains non-local, but also non-global names</div><div>3. The next-to-last scope contains the current module’s global names</div><div>4. The outermost scope (searched last) is the namespace containing built-in names</div><div><br /></div><div><div>[latex]\begin{verbatim}<div>def scope_test():</div><div>&nbsp; &nbsp; def do_local():</div><div>&nbsp; &nbsp; &nbsp; &nbsp; spam = "local spam"</div><div>&nbsp; &nbsp; def do_nonlocal():</div><div>&nbsp; &nbsp; &nbsp; &nbsp; nonlocal spam</div><div>&nbsp; &nbsp; &nbsp; &nbsp; spam = "nonlocal spam"</div><div>&nbsp; &nbsp; def do_global():</div><div>&nbsp; &nbsp; &nbsp; &nbsp; global spam</div><div>&nbsp; &nbsp; &nbsp; &nbsp; spam = "global spam"</div><div><br /></div><div>&nbsp; &nbsp; spam = "test spam"</div><div>&nbsp; &nbsp; do_local()</div><div>&nbsp; &nbsp; print("After local assignment:", spam)</div><div>&nbsp; &nbsp; do_nonlocal()</div><div>&nbsp; &nbsp; print("After nonlocal assignment:", spam)</div><div>&nbsp; &nbsp; do_global()</div><div>&nbsp; &nbsp; print("After global assignment:", spam)</div><div><br /></div><div>scope_test()</div><div>print("In global scope:", spam)</div>\end{verbatim}[/latex]</div></div><div><br /></div><div><div>Output:</div><div><br /></div><div>[latex]\begin{verbatim}<div>After local assignment: test spam</div><div>After nonlocal assignment: nonlocal spam</div><div>After global assignment: nonlocal spam</div><div>In global scope: global spam</div>\end{verbatim}[/latex]</div></div>
1358346596152	1351748277749	[$]\verb`global`[/$]	If a name is declared&nbsp;<span style=" font-style: normal; font-weight: normal;">[$]\verb`global`[/$]</span>, then all references and assignments go directly to the scope containing the module’s global names. Although free variables may refer to globals without being declared&nbsp;<span style=" font-style: normal; font-weight: normal;">[$]\verb`global`[/$], i</span><span style=" font-style: normal; font-weight: normal;">t would be impossible to assign to a global variable without [$]\verb`global`[/$].</span>
1358346603218	1351748277749	<u>nonlocal</u>	<div>The&nbsp;<span style=" font-style: normal; font-weight: normal;"><u>nonlocal</u></span>&nbsp;statement causes the listed identifiers to refer to previously bound variables in the nearest enclosing scope. The statement allows encapsulated code to rebind variables outside of the local scope.&nbsp;Names listed in a <u>nonlocal</u> statement must refer to pre-existing bindings in an enclosing scope.</div>
1358346609435	1351748277749	Class Definition	<div><u>class ClassName:</u><div><u>&nbsp; &nbsp; statements</u></div></div><div><br /></div><div>When a class definition is entered, a new namespace is created, and used as the local scope.</div>
1358347207232	1351748277749	Class Objects	Class objects support two kinds of operations: attribute references and instantiation.<div><br /></div><div>Attribute references use the standard syntax <u>obj.name</u>. Valid attribute names are all the names that were in the class’s namespace when the class object was created.</div>
1358347634658	1351748277749	Class Instantiation	<div><u>x = MyClass()</u></div><div><br /></div><div>When a class defines an&nbsp;<span style=" font-style: normal; font-weight: normal;"><u>__init__</u></span>&nbsp;method, class instantiation automatically invokes&nbsp;<span style=" font-style: normal; font-weight: normal;"><u>__init__</u></span>&nbsp;for the newly-created class instance. Arguments given to the class instantiation operator are passed on to <u>__init__</u>.</div><div><br /></div><div><div><div><u>&gt;&gt;&gt; class Complex:</u></div><div><u>... &nbsp; &nbsp; def __init__(self, realpart, imagpart):</u></div><div><u>... &nbsp; &nbsp; &nbsp; &nbsp; self.r = realpart</u></div><div><u>... &nbsp; &nbsp; &nbsp; &nbsp; self.i = imagpart</u></div><div><u>...</u></div><div><u>&gt;&gt;&gt; x = Complex(3.0, -4.5)</u></div></div></div>
1358347921123	1351748277749	Instance Objects	The only operations understood by instance objects are attribute references. There are two kinds of valid attribute names, data attributes and methods.<div><br /></div><div>Data attributes need not be declared; like local variables, they spring into existence when they are first assigned to.</div>
1358348356937	1351748277749	<u>self</u>	The special thing about methods is that the object is passed as the first argument of the function. If <u>x</u> is an instance of <u>MyClass</u>, then <u>x.f()</u>&nbsp;is exactly equivalent to <u>MyClass.f(x)</u>.<div><div><br /></div><div>Often, the first argument of a method is called <u>self</u>. This is nothing more than a convention.</div></div>
1358349470124	1351748277749	Attribute storing the type of an object?	<span style=" font-style: normal; font-weight: normal;">[$]\verb`object.__class__`[/$]</span>.
1358349522535	1351748277749	Inheritance	<div><u>class DerivedClassName(BaseClassName):</u></div><div><div><u>&nbsp; &nbsp; statements</u></div></div><div><br /></div><div><span style=" font-style: normal; font-weight: normal;">In place of a base class name, other arbitrary expressions are also allowed.</span></div><div><span style=" font-style: normal; font-weight: normal;"><br /></span></div><div>When resolving attribute references if a requested attribute is not found in the class, the search proceeds to look in the base class. This rule is applied recursively if the base class itself is derived from some other class.</div>
1358350299253	1351748277749	Multiple Inheritance	<div><u>class DerivedClassName(Base1, Base2, Base3):</u></div><div><div><u>&nbsp; &nbsp; statements</u></div></div><div><br /></div><div>For most purposes you can think of the search for attributes as depth-first, left-to-right.</div>
1358350382619	1351748277749	Private Variables	There is a convention that a name prefixed with an underscore should be treated as non-public.
1358350696170	1351748277749	Iterators	<div>Behind the scenes, the&nbsp;<span style=" font-style: normal; font-weight: normal;">[$]\verb`for`[/$]</span>&nbsp;statement calls [$]\verb`iter()`[/$] on the container object. The function returns an iterator object that defines the method [$]\verb`__next__()`[/$] which accesses elements in the container one at a time. When there are no more elements,&nbsp;<span style=" font-style: normal; font-weight: normal;">[$]\verb`__next__()`[/$]</span>&nbsp;raises a [$]\verb`StopIteration`[/$] exception which tells the for loop to terminate. You can call the [$]\verb`__next__()`[/$]&nbsp;method using the [$]\verb`next()`[/$] built-in function; this example shows how it all works:</div><div><br /></div><div>[latex]\begin{verbatim}<div>&gt;&gt;&gt; s = 'abc'</div><div>&gt;&gt;&gt; it = iter(s)</div><div>&gt;&gt;&gt; it</div><div>&lt;iterator object at 0x00A1DB50&gt;</div><div>&gt;&gt;&gt; next(it)</div><div>'a'</div><div>&gt;&gt;&gt; next(it)</div><div>'b'</div><div>&gt;&gt;&gt; next(it)</div><div>'c'</div><div>&gt;&gt;&gt; next(it)</div><div>Traceback (most recent call last):</div><div>&nbsp; File "&lt;stdin&gt;", line 1, in ?</div><div>&nbsp; &nbsp; next(it)</div><div>StopIteration</div>\end{verbatim}[/latex]</div><div><br /></div><div>To add iterator behavior to your classes define an [$]\verb`__iter__()`[/$] method which returns an object with a [$]\verb`__next__()`[/$] method. If the class defines [$]\verb`__next__()`[/$], then&nbsp;<span style=" font-style: normal; font-weight: normal;">[$]\verb`__iter__()`[/$]</span>&nbsp;can just return [$]\verb`self`[/$]:</div><div><br /></div><div>[latex]\begin{verbatim}<div>class Reverse:</div><div>&nbsp; &nbsp; """Iterator for looping over a sequence backwards."""</div><div>&nbsp; &nbsp; def __init__(self, data):</div><div>&nbsp; &nbsp; &nbsp; &nbsp; self.data = data</div><div>&nbsp; &nbsp; &nbsp; &nbsp; self.index = len(data)</div><div>&nbsp; &nbsp; def __iter__(self):</div><div>&nbsp; &nbsp; &nbsp; &nbsp; return self</div><div>&nbsp; &nbsp; def __next__(self):</div><div>&nbsp; &nbsp; &nbsp; &nbsp; if self.index == 0:</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; raise StopIteration</div><div>&nbsp; &nbsp; &nbsp; &nbsp; self.index = self.index - 1</div><div>&nbsp; &nbsp; &nbsp; &nbsp; return self.data[self.index]</div><div><span style=" font-style: normal; font-weight: normal;">\end{verbatim}[/latex]</span></div></div>
1358351389730	1351748277749	Generators	<span style=" font-style: normal; font-weight: normal;"><div><u>def reverse(data):</u></div><div><u>&nbsp; &nbsp; for index in range(len(data)-1, -1, -1):</u></div><div><u>&nbsp; &nbsp; &nbsp; &nbsp; yield data[index]</u></div><div><u><br /></u></div><div><u>&gt;&gt;&gt; for char in reverse('golf'):</u></div><div><u>... &nbsp; &nbsp; print(char)</u></div><div><u>...</u></div><div><u>f</u></div><div><u>l</u></div><div><u>o</u></div><div><u>g</u></div></span><div><br /></div><div>Generators are a tool for creating iterators written like regular functions but using [$]\verb`yield`[/$] instead of [$]\verb`return`[/$].</div><div><br /></div><div><span style=" font-style: normal; font-weight: normal;">When a generator function is called, it returns a generator iterator. The generator function is executed by calling the [$]\verb`next()`[/$] function on the generator repeatedly until it raises a&nbsp;</span>[$]\verb`StopIteration`[/$]<span style=" font-style: normal; font-weight: normal;">&nbsp;exception.</span></div><div><span style=" font-style: normal; font-weight: normal;"><br /></span></div><div><span style=" font-style: normal; font-weight: normal;">When a&nbsp;<span style=" font-style: normal; font-weight: normal;">[$]\verb`yield`[/$]&nbsp;</span>statement is executed, all local state is retained, so that the next time&nbsp;<span style=" font-style: normal; font-weight: normal;">[$]\verb`next()`[/$]</span>&nbsp;is invoked, the function can proceed exactly as if the [$]\verb`yield`[/$] statement were just another external call.</span></div>
1358351448958	1351748277749	Module providing<span style=" font-style: normal; font-weight: normal;">&nbsp;functions for interacting with the operating system?</span>	<span style=" font-style: normal; font-weight: normal;"><u>os</u></span>
1358351755550	1351748277749	<u>glob</u> Module	<div>The <u>glob</u>&nbsp;module provides a function for making file lists from directory wildcard searches:</div><div><br /></div><div><div><u>&gt;&gt;&gt; import glob</u></div><div><u>&gt;&gt;&gt; glob.glob('*.py')</u></div><div><u>['primes.py', 'random.py', 'quote.py']</u></div></div>
1358351798916	1351748277749	[$]\verb`sys`[/$] Module	Provides access to some variables used or maintained by the interpreter and to functions that interact strongly with the interpreter.
1358351852012	1351748277749	Regular Expressions in Python	The&nbsp;<span style=" font-style: normal; font-weight: normal;"><u>re</u>&nbsp;</span>module.
1358351936408	1351748277749	[$]\verb`math`[/$] Module	Gives access to the underlying C library functions for floating point math.
1358351954793	1351748277749	Random item in a sequence?	<div><div><div><u>&gt;&gt;&gt; import random</u></div><div><u>&gt;&gt;&gt; random.choice(['apple', 'pear', 'banana'])</u></div><div><u>'apple'</u></div></div></div>
1358351968490	1351748277749	Internet Access	<div>[latex]\begin{verbatim}</div><div><div>&gt;&gt;&gt; from urllib.request import urlopen</div><div>&gt;&gt;&gt; for line in urlopen('http://tycho.usno.navy.mil/cgi-bin/timer.pl'):</div><div>... &nbsp; &nbsp; line = line.decode('utf-8') &nbsp;# Decoding the binary data to text.</div><div>... &nbsp; &nbsp; if 'EST' in line or 'EDT' in line: &nbsp;# look for Eastern Time</div><div>... &nbsp; &nbsp; &nbsp; &nbsp; print(line)</div><div><br /></div><div>&lt;BR&gt;Nov. 25, 09:43:32 PM EST</div><div><br /></div><div>&gt;&gt;&gt; import smtplib</div><div>&gt;&gt;&gt; server = smtplib.SMTP('localhost')</div><div>&gt;&gt;&gt; server.sendmail('soothsayer@example.org', 'jcaesar@example.org',</div><div>... """To: jcaesar@example.org</div><div>... From: soothsayer@example.org</div><div>...</div><div>... Beware the Ides of March.</div><div>... """)</div><div>&gt;&gt;&gt; server.quit()</div>\end{verbatim}[/latex]</div>
1358352014775	1351748277749	Dates and Times	The&nbsp;<span style=" font-style: normal; font-weight: normal;"><u>datetime</u>&nbsp;</span>module supplies classes for manipulating dates and times.<div><br /></div><div>The <u>dateutil</u> module provides powerful extensions to the standard <u>datetime</u>&nbsp;module.</div>
1358352072172	1351748277749	Performance Measurement	<div><u>&gt;&gt;&gt; import timeit</u></div><span style=" font-style: normal; font-weight: normal;"><u><div>&gt;&gt;&gt; timeit.timeit('"-".join(str(n) for n in range(100))', number=10000)</div><div>0.8187260627746582</div><div>&gt;&gt;&gt; timeit.timeit('"-".join([str(n) for n in range(100)])', number=10000)</div><div>0.7288308143615723</div><div>&gt;&gt;&gt; timeit.timeit('"-".join(map(str, range(100)))', number=10000)</div><div>0.5858950614929199</div></u></span><div><div><br /></div></div><div><span style=" font-style: normal; font-weight: normal;">In contrast to <u>timeit</u>‘s fine level of granularity, the <u>cProfile</u> and <u>pstats</u> modules provide tools for identifying time critical sections in larger blocks of code.</span></div><div><br /></div><div><div><div><u>import cProfile</u></div><div><u>cProfile.run('foo()')</u></div></div></div>
1358352105303	1351748277749	Unit Tests in Python	<div><div><div><u>import unittest</u></div><div><u><br /></u></div><div><u>class SimpleWidgetTestCase(unittest.TestCase):</u></div><div><u>&nbsp; &nbsp; def setUp(self):</u></div><div><u>&nbsp; &nbsp; &nbsp; &nbsp; self.widget = Widget('The widget')</u></div><div><u><br /></u></div><div><u>&nbsp; &nbsp; def test_default_widget_size(self):</u></div><div><u>&nbsp; &nbsp; &nbsp; &nbsp; self.assertEqual(self.widget.size(), (50,50),</u></div><div><u>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;'incorrect default size')</u></div><div><u><br /></u></div><div><u>&nbsp; &nbsp; def test_widget_resize(self):</u></div><div><u>&nbsp; &nbsp; &nbsp; &nbsp; self.widget.resize(100,150)</u></div><div><u>&nbsp; &nbsp; &nbsp; &nbsp; self.assertEqual(self.widget.size(), (100,150),</u></div><div><u>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;'wrong size after resize')</u></div></div><div><u><br /></u></div><div><div><u>&nbsp; &nbsp; def tearDown(self):</u></div><div><u>&nbsp; &nbsp; &nbsp; &nbsp; self.widget.dispose()</u></div></div><div><u><br /></u></div><div><div><u>if __name__ == '__main__':</u></div><div><u>&nbsp; &nbsp; unittest.main()</u></div></div></div><div><br /></div><div><img src="Screen Shot 2013-03-22 at 11.27.52 AM.png" /></div><div><img src="Screen Shot 2013-03-22 at 11.28.39 AM.png" /></div><div><img src="Screen Shot 2013-03-22 at 11.29.12 AM.png" /></div><div><br /></div>
1358352790820	1351748277749	How to use <u>logging</u> module?	<div><u>import logging</u></div><div><div><u>logging.basicConfig(filename='example.log',level=logging.DEBUG)</u></div><div><u>logging.debug('This message should go to the log file')</u></div><div><u>logging.info('So should this')</u></div><div><u>logging.warning('And this, too')</u></div><div><br /></div><div><u>DEBUG:root:This message should go to the log file</u></div><div><u>INFO:root:So should this</u></div><div><u>WARNING:root:And this, too</u></div></div><div><br /></div><div><img src="Screen Shot 2013-03-21 at 7.52.11 PM.png" /></div>
